InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1427258,71464,COMFORT SUITES,6535 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/11/07,87,FOLLOW-UP,TRUE,TRUE,CHLORINE,1.6,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - turover rate ~ hrs.(min.)| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",1334
1427577,103431,WINGATE BY WYNDHAM,12301 ALLIANT COURT,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/08,92,ROUTINE,FALSE,TRUE,BROMINE,,1.35,7.8000002,TRUE,TRUE,FALSE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - operator testing frequency, log sheets maintained",1335
1427577,103431,WINGATE BY WYNDHAM,12301 ALLIANT COURT,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/08,92,ROUTINE,TRUE,TRUE,BROMINE,,1.35,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - operator testing frequency, log sheets maintained",1336
1427812,66973,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/09,98,ROUTINE,TRUE,TRUE,BROMINE,,2.25,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - structures, decks, furnishings:  good repair, clean",1337
1427932,29686,FOREST PARK CONDOMINIUMS,1600 FOREST PARK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/11/12,,OTHER,TRUE,TRUE,CHLORINE,3.5999999,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1338
1428803,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2018/11/14,,OTHER,TRUE,TRUE,CHLORINE,5,,7,TRUE,TRUE,TRUE,TRUE,FALSE, pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm),1339
1429369,77941,KORT,12613 TAYLORSVILLE RD SUITE 118,,LOUISVILLE,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/16,97,ROUTINE,FALSE,TRUE,BROMINE,,5.8499999,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1340
1429371,73219,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/16,92,FOLLOW-UP,FALSE,TRUE,BROMINE,,4.5999999,,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",1341
1429371,73219,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/16,92,FOLLOW-UP,TRUE,TRUE,BROMINE,,4.5999999,,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",1342
1429686,94925,U OF L - SOCCER COMPLEX #1,337 BYRNE AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/11/19,97,ROUTINE,FALSE,TRUE,CHLORINE,6.5,,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1343
1429688,78634,SPRING HILL SUITES LOU AIRPORT,820 PHILLIPS LANE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/11/19,94,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE, other - disinfectant combined residual| Disinfectant Level - disinfectant free residual,1344
1430175,104020,AQUA-TOTS SWIM CLUB,117 BLANKENBAKER PKWY,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/11/20,94,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",1345
1430806,64504,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,,LOUISVILLE,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/26,91,ROUTINE,FALSE,TRUE,BROMINE,,12.6,8.1999998,TRUE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1346
1430807,64505,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/26,97,ROUTINE,FALSE,TRUE,BROMINE,,9.4499998,8,TRUE,TRUE,TRUE,TRUE,FALSE, pH Balance - ph(7.2-7.8),1347
1431156,64504,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,,LOUISVILLE,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/27,97,FOLLOW-UP,FALSE,TRUE,BROMINE,,2.7,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1348
1431695,29311,ROYAL AMBASSADOR,1602 GARDINER LN,,LOUISVILLE,KY,40205,JEFFERSON,POOL,2018/11/28,95,FOLLOW-UP,FALSE,TRUE,BROMINE,,1.8,7.5,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1349
1431695,29311,ROYAL AMBASSADOR,1602 GARDINER LN,,LOUISVILLE,KY,40205,JEFFERSON,POOL,2018/11/28,95,FOLLOW-UP,TRUE,TRUE,BROMINE,,1.8,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained",1350
1431696,91985,ESPORTA FITNESS,4620 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/11/28,91,FOLLOW-UP,FALSE,TRUE,CHLORINE,2,,7,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",1351
1431720,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/28,91,ROUTINE,FALSE,TRUE,BROMINE,,9.4499998,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual| other - flow meter: installation, accessibility, operating, good repair",1352
1431720,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/28,91,ROUTINE,TRUE,TRUE,BROMINE,,9.4499998,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual| other - flow meter: installation, accessibility, operating, good repair",1353
1431721,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/28,88,ROUTINE,FALSE,TRUE,CHLORINE,5.4000001,,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1354
1431721,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/28,88,ROUTINE,TRUE,TRUE,CHLORINE,5.4000001,,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1355
1431852,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/11/28,92,FOLLOW-UP,FALSE,TRUE,CHLORINE,2,,7.4000001,FALSE,TRUE,FALSE,TRUE,TRUE," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1356
1431852,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/11/28,92,FOLLOW-UP,TRUE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1357
1432307,101828,QUALITY INN,1301 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/30,86,ROUTINE,FALSE,TRUE,BROMINE,,3.1500001,8.3999996,TRUE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - turover rate ~ hrs.(min.)| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",1358
1432308,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/30,91,FOLLOW-UP,FALSE,TRUE,BROMINE,,4.9499998,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1359
1432308,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/30,91,FOLLOW-UP,TRUE,TRUE,BROMINE,,4.9499998,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1360
1432309,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/30,88,FOLLOW-UP,FALSE,TRUE,CHLORINE,4.1999998,,7.8000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1361
1432309,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/30,88,FOLLOW-UP,TRUE,TRUE,CHLORINE,4.1999998,,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",1362
1433388,29300,CHURCHILL PARK SCHOOL,435 BOXLEY AVE.,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/04,,OTHER,TRUE,TRUE,BROMINE,,7,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1363
1433843,66478,COURTYARD BY MARRIOTT,819 PHILLIPS LN,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/05,,OTHER,TRUE,TRUE,CHLORINE,3.2,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, other - disinfectant combined residual| Disinfectant Level - disinfectant free residual,1364
1434213,89550,MIRALEA,320 JOE CONWAY CIR,,MASONIC HOME,KY,40041,JEFFERSON,POOL,2018/12/05,85,ROUTINE,FALSE,TRUE,CHLORINE,6.5,,8.1999998,TRUE,TRUE,TRUE,FALSE,FALSE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - ph control, chemical feed equipment: types ~",1365
1434214,89549,MIRALEA,320 JOE CONWAY CIR,,MASONIC HOME,KY,40041,JEFFERSON,HOT TUB / SPA,2018/12/05,80,ROUTINE,FALSE,TRUE,CHLORINE,2.5,,8.1999998,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - turover rate ~ hrs.(min.)| other - ph control, chemical feed equipment: types ~",1366
1434215,36946,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2018/12/06,83,ROUTINE,FALSE,TRUE,CHLORINE,2.5,,7.4000001,TRUE,TRUE,FALSE,TRUE,TRUE," other - disinfectant combined residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - operator testing frequency, log sheets maintained| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - chemicals stock: adequate, fresh, storage, usage",1367
1434216,29315,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2018/12/06,75,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.4000001,TRUE,TRUE,FALSE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| other - disinfectant combined residual| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - surge tank, backwash sump, other equipment: adequate, installation, operating, good repair| other - structures, decks, furnishings:  good repair, clean| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",1368
1434229,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/04,98,FOLLOW-UP,TRUE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1369
1434351,100794,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/12/06,,OTHER,TRUE,TRUE,BROMINE,,4.9499998,7.8000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,1370
1434352,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,,DOUGLASS HILLS,KY,40243,JEFFERSON,POOL,2018/12/06,98,ROUTINE,TRUE,TRUE,BROMINE,,2.25,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - operator testing frequency, log sheets maintained",1371
1434399,92579,U OF L - TRAINING POOL,2216 S FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,96,ROUTINE,TRUE,TRUE,CHLORINE,1.4,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",1372
1434400,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,91,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - approved receptacles and bulk storage area clean, good repair, adequate| Disinfectant Level - disinfectant free residual",1373
1434400,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,91,ROUTINE,TRUE,TRUE,CHLORINE,4,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - approved receptacles and bulk storage area clean, good repair, adequate| Disinfectant Level - disinfectant free residual",1374
1436273,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,90,ROUTINE,FALSE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,FALSE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",1375
1436273,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,90,ROUTINE,TRUE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",1376
1436274,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,93,FOLLOW-UP,FALSE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - operator testing frequency, log sheets maintained",1377
1436274,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,93,FOLLOW-UP,TRUE,TRUE,CHLORINE,4.8000002,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - operator testing frequency, log sheets maintained",1378
1436284,101423,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/12/13,98,ROUTINE,TRUE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",1379
1436625,65220,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/12/17,83,ROUTINE,FALSE,TRUE,CHLORINE,1.5,,7.3000002,TRUE,TRUE,FALSE,TRUE,TRUE," other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - structures, decks, furnishings:  good repair, clean| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - operator testing frequency, log sheets maintained",1380
1436665,29144,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/17,93,ROUTINE,FALSE,TRUE,CHLORINE,3,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - recirculating piping:  identified, approved materials, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair",1381
1436665,29144,BLAIRWOOD SWIM CLUB,9300 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/17,93,ROUTINE,TRUE,TRUE,CHLORINE,3,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - recirculating piping:  identified, approved materials, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair",1382
1436668,66533,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/14,95,ROUTINE,FALSE,TRUE,CHLORINE,2,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - facility regulations enforced| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1383
1436668,66533,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/14,95,ROUTINE,TRUE,TRUE,CHLORINE,2,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - facility regulations enforced| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1384
1436831,61441,YMCA NORTHEAST,9400 MILL BROOK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/18,91,ROUTINE,FALSE,TRUE,CHLORINE,1.4,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",1385
1436832,47281,YMCA NORTHEAST,9400 MILL BROOK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/18,88,ROUTINE,FALSE,TRUE,CHLORINE,4.4000001,,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - disinfectant combined residual| Disinfectant Level - disinfectant free residual| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair",1386
1437381,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/19,82,ROUTINE,FALSE,TRUE,CHLORINE,2.8,,8,TRUE,TRUE,FALSE,TRUE,FALSE," other - temperature (heated facilities)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ph control, chemical feed equipment: types ~| pH Balance - ph(7.2-7.8)| other - operator testing frequency, log sheets maintained| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",1387
1437384,29270,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST.,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/12/19,93,ROUTINE,FALSE,TRUE,CHLORINE,1,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - recirculating piping:  identified, approved materials, good repair",1388
1437384,29270,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST.,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/12/19,93,ROUTINE,TRUE,TRUE,CHLORINE,1,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - recirculating piping:  identified, approved materials, good repair",1389
1437413,70161,HILTON GARDEN INN,2735 CRITTENDEN DRIVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/19,94,ROUTINE,FALSE,TRUE,CHLORINE,2,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",1390
1437525,67213,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/12/19,91,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",1391
1437525,67213,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/12/19,91,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",1392
1437695,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/20,95,FOLLOW-UP,FALSE,TRUE,CHLORINE,2.8,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1393
1437695,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/20,95,FOLLOW-UP,TRUE,TRUE,CHLORINE,2.8,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",1394
